Cluster	Name	Number	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
NA	NA	NA	3	25	29	38	31	64	0	59	25	47	14	13	17	36	39	44	24	48	28	26	25	36	10	51	39	34	50	32	33	17	23	9	NA
1	receptor ligand activity	30	NA	7.610856435097e-17	5.23203348286302e-18	1.6006277347608e-16	0.00245223095618046	3.86053534929721e-12	NA	7.16078347465564e-11	3.07985429291338e-13	3.27911648604328e-13	1.03752843848745e-06	2.28007353385318e-15	3.82664761697652e-21	0.000141099131159744	4.90749167754203e-08	1.13928566197186e-13	1.01757282997556e-06	2.65499476356434e-07	2.4243890910298e-09	7.48168183525272e-07	5.19228780701415e-05	1.53114321356369e-10	1.33568806091974e-08	3.90086554223826e-14	5.37318461487022e-18	1.25738399981722e-08	2.54904326149979e-16	2.60177206399781e-09	1.12658439459412e-11	3.59293082554756e-07	6.32848119196895e-12	NA	0.00230633635454424
1	receptor regulator activity	30	NA	1.11115554929362e-16	5.23203348286302e-18	1.00801338839905e-15	0.00543390556642843	1.6710390848812e-12	NA	7.54865067877096e-10	1.90201802650932e-13	1.57739531170526e-12	5.31091709643588e-06	2.28007353385318e-15	1.04948910546856e-20	4.95256970956881e-05	5.06683458891294e-07	5.90760821601042e-14	1.01757282997556e-06	4.03662522678074e-08	1.7562913801346e-09	1.07658107788198e-06	1.20873154834844e-05	1.39906715654517e-10	8.36587275412289e-08	3.49311694366342e-15	5.37318461487022e-18	9.72706283049319e-09	2.67244524684558e-17	1.15764199876832e-09	2.44948270163528e-11	4.24478184609513e-07	1.36805382876729e-11	NA	0.000288716118977851
1	G-protein coupled receptor activity	28	5.01835498693008e-05	0.000222064958087645	7.65091974159358e-07	2.1742632651594e-13	NA	6.54726041369754e-26	NA	1.82800359425661e-22	NA	9.81666864272937e-17	NA	0.000874549661505991	2.73314667452216e-07	4.05736557952157e-07	2.71836223262555e-19	0.00087037941515609	0.000359141970749834	3.16071255344814e-19	4.7459797830149e-05	NA	1.16390419041766e-10	8.83077440020288e-15	0.00103252980126724	8.26398305322424e-13	2.02016888502181e-08	1.06614034436877e-06	1.4457344320416e-25	6.86328706214484e-08	6.99649134113284e-05	6.66983479126144e-08	0.000105120956231063	0.00403749923146444	0.0404701096127099
1	glycosaminoglycan binding	28	NA	0.000749164136360224	0.00247917521516315	2.32025404107643e-12	1.64587654491035e-05	1.88215180268876e-24	NA	7.23758663103143e-16	7.06014540596924e-05	6.70535419859017e-14	0.00388651001075105	NA	0.0185461510649106	1.16989535883146e-07	5.42843483376555e-05	0.00547962206543721	0.000123200675731707	1.15531557510818e-18	0.000669882527816816	0.00837987017647157	4.44333571274162e-06	1.06801209244336e-05	NA	1.7805932173313e-21	6.09826458848726e-06	1.34406307026743e-08	2.54904326149979e-16	0.0146622211804386	0.00857508887889012	0.00135442895168441	0.000558698383851997	NA	0.00230633635454424
1	heparin binding	28	NA	0.00217391702499258	0.00403148110247165	4.46564554720731e-10	1.47341632036286e-05	9.72997890101347e-22	NA	1.63195351134011e-14	0.000634162480689785	4.98561648104127e-12	0.0165815141237546	NA	0.01233691996402	1.49488103425817e-07	0.00110139423774683	0.0188086101174125	1.01757282997556e-06	1.33851890387672e-15	0.000136958038756481	0.0332749337406834	1.90036043356026e-06	8.62292338958204e-05	NA	3.14734838559873e-19	0.000850590238611992	5.19290218722828e-07	3.46471751482837e-15	0.0140461964942612	0.0344439586448919	0.00071380432200108	0.000883367682875992	NA	0.00230633635454424
1	sulfur compound binding	25	NA	0.0102279724114819	0.0390213632190264	1.35304423458535e-08	1.78532134800724e-05	1.21466887213841e-15	NA	9.00939918711138e-10	0.0140710674933679	2.94550264754154e-11	0.00642514445299466	NA	NA	1.16989535883146e-07	0.00651055644319385	0.0157686248820227	2.45921083776332e-05	7.23743042065932e-11	0.00601568706694004	NA	0.000863375804779032	0.00231090644988207	NA	3.84969648245454e-14	0.0387260135590071	0.000169985798993927	3.22858170945442e-10	NA	0.0355832827145854	0.0157622467018642	0.00375734461480194	NA	0.00650833399470932
1	serine hydrolase activity	21	NA	4.93158850909309e-07	0.00086661472466263	NA	0.0148295745490645	0.0148604087576496	NA	0.000142020384953469	NA	NA	NA	0.000423524707699095	1.25931910063731e-06	2.28602520897227e-07	0.0037060953756982	0.00693444726592264	0.00284681403724364	0.000211481509429482	NA	0.00837987017647157	2.4144929361934e-05	0.0016282267163539	NA	0.0060503115254858	6.19979623447641e-08	0.00806447362604281	0.00801177624831567	NA	0.00125216521644369	NA	0.00275805193456601	NA	NA
1	ligand-gated cation channel activity	20	NA	NA	0.000666414912212701	0.00021313918188676	NA	7.77575833936892e-05	NA	0.000396057662659316	0.00890572737344456	0.014227217446673	0.022455619763741	0.000874549661505991	NA	NA	2.64925590741805e-06	0.000204423072250043	0.00864915926140504	3.42656723101246e-05	0.000406074302881858	0.015994002591007	0.00692445596618202	0.00292975264570013	NA	NA	0.00407808065689919	0.00425863906584805	0.00142381937817956	0.0122586213617804	NA	NA	NA	NA	NA
1	extracellular matrix structural constituent	19	0.00221780755843083	NA	0.000504453898955242	6.47671479841399e-09	NA	8.89249921333776e-17	NA	2.53523194889099e-09	NA	1.23894751251951e-10	NA	NA	0.00134244074243097	1.68563687766051e-06	0.000622352104415568	NA	NA	1.07674619223297e-15	4.7459797830149e-05	NA	2.4360971632477e-09	5.86377368043772e-06	NA	1.7805932173313e-21	0.00253927148924858	1.02124644878787e-05	1.15626728820896e-13	0.000208418949398752	NA	NA	NA	NA	0.00143246866309064
