Cluster	Name	Number	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
NA	NA	NA	27	106	65	132	57	212	2	177	46	120	44	28	97	143	166	62	70	144	88	69	79	91	22	186	139	83	175	96	44	47	66	20	NA
1	regulation of trans-synaptic signaling	28	NA	0.0270060897125013	0.00891885473998564	1.71209665538394e-08	NA	2.2903116273608e-14	NA	1.88865012281402e-06	0.0122518431466418	0.0003910067422221	NA	0.0193710511243008	0.00577245210907917	0.0212158107250997	2.17949791237191e-10	0.00303911866859402	0.00199390031825533	0.00224743005251478	7.53563185837736e-10	0.00940309858943545	0.000759869144344451	5.74187081468417e-05	NA	7.60279236619873e-06	9.88704795906919e-05	0.000717445189447003	2.09238597067535e-15	0.000281587183385541	0.00182021269999694	0.00297596989843922	0.00156647082963824	0.0163322641000414	0.0202319025166059
1	regulation of system process	25	0.0024266767085963	7.58360308392819e-05	4.6857582409611e-05	1.79279645435668e-10	NA	1.88505740799364e-14	NA	4.41502911250732e-18	7.1419775726618e-06	3.16009574070434e-17	0.0439275023221243	NA	NA	3.44823099128865e-07	4.85813377728266e-12	0.000813313250168607	1.57788264149951e-06	8.06245781811793e-12	8.55679190984985e-05	4.46882970828159e-05	2.23441764856641e-08	5.96880807718201e-07	9.82788971327629e-07	4.34096241556885e-10	2.91324436584589e-13	NA	8.25153217614874e-23	1.87532292043932e-07	0.00182021269999694	0.000204449466630841	NA	NA	NA
1	regulation of hormone levels	25	NA	1.06595972824182e-05	8.88756667975468e-08	0.000468268730191532	NA	0.0135845518928664	NA	0.00693121580970384	0.0182679321617143	0.00158903220212728	0.000130006515279373	0.000164894585334044	0.0210765767031873	0.0227139248515295	0.00121291491589474	1.76242536088673e-08	0.00173979125464942	0.0130644653711699	0.000645783705558772	NA	0.0391232503191985	NA	NA	0.00985125943625691	4.06678709927849e-08	0.00117256859149326	0.00915645535456865	0.00558543802919942	0.00142343257529904	0.00344044830124796	0.000416528431304666	NA	NA
1	regulation of membrane potential	24	NA	NA	0.0086562060916859	3.62578749709701e-11	NA	4.60344341904611e-19	NA	3.30721538064061e-12	0.00592049955739845	3.52135383141029e-11	NA	0.018222393772593	0.000325112463964242	0.000376996211577644	2.52228703663794e-12	0.000403783442474108	0.00017380171359388	4.13856584150446e-07	7.70353049871299e-06	0.0030861388696396	0.000344108674087287	0.00404568086961942	NA	6.29605533532467e-06	5.8160208839965e-09	3.66169651785273e-06	2.60039994577784e-16	1.45369869805759e-05	1.77172384739515e-05	0.000533454482909505	NA	NA	NA
1	cell-cell adhesion via plasma-membrane adhesion molecules	22	3.40455882400743e-09	0.000115405396850177	0.00339478180843396	NA	NA	8.35659790351957e-12	0.0251274407273855	6.03224977010477e-10	NA	6.00355448651612e-09	0.0167851888637937	NA	NA	4.86697494981442e-09	NA	NA	0.000895848871866674	7.49121590274299e-05	7.96632556421702e-10	NA	NA	4.22299110546104e-06	NA	5.16028590394699e-06	0.00413759955819589	1.28057199605937e-11	NA	1.12704905559336e-05	0.000490890876357826	0.0238068922264371	0.00067114610807974	0.00133037230244852	0.000521084456253064
1	regulation of signaling receptor activity	22	NA	5.74379580329839e-13	8.21946518163804e-12	1.0386307552987e-11	0.0426475314685319	NA	NA	NA	2.88156260896176e-09	1.65115508188966e-10	0.000138525340171459	1.97360903134511e-13	4.56755782173515e-15	3.44823099128865e-07	NA	3.6376462889688e-12	7.43320353144557e-06	NA	NA	2.97923627156905e-06	NA	1.00175401127768e-09	1.22008147737819e-07	1.14984244926908e-12	4.41426310274409e-17	1.76254376717388e-06	NA	5.41104390543416e-07	1.87754716696444e-07	2.79377968978596e-06	2.76594895015037e-10	NA	NA
1	regulation of blood vessel diameter	21	0.00836046550363271	NA	NA	0.000109919667928117	NA	1.34611555328273e-05	NA	4.06932426346021e-07	0.00897541251833231	0.000453356174009807	NA	NA	0.0246833770538676	0.0303239776500065	0.00552634935716987	NA	0.00577256166908078	1.60613791117876e-06	0.038913125828702	NA	0.0325817431100883	0.000253257396239552	NA	0.000229861340090642	0.0100848652528165	NA	1.59845702170879e-05	6.34748060456925e-05	NA	NA	0.00763808457026401	0.00539697021113855	0.0379130969154977
1	humoral immune response	20	NA	4.66887899939505e-07	7.47717774326806e-05	0.0397994424592493	1.58641229208139e-07	2.80910826178595e-09	NA	NA	NA	2.66665999278766e-05	NA	8.00583347061157e-05	7.77547296319489e-10	2.82488709653656e-05	NA	0.0158621382808795	8.76595678911923e-05	1.78593451905234e-09	0.000430573069966985	0.00189395685720367	NA	NA	NA	2.02474280973666e-07	5.50512840089676e-10	NA	1.61662539064632e-06	0.000995610895120299	5.1146216745618e-05	NA	5.06933651816967e-07	NA	NA
1	acute inflammatory response	19	NA	7.16535657366492e-05	NA	0.00579655732634776	1.46559788295325e-08	5.05363409429842e-11	NA	2.77688922632353e-08	NA	0.000809972765486795	0.00995503927870553	NA	3.75154217607057e-06	4.71039483225875e-05	8.10457782353338e-11	NA	0.00125883265520998	0.00130668847646136	0.0400756461632235	NA	0.00243854690468786	NA	NA	5.04368890698507e-08	7.23075303302687e-09	NA	1.6104745507172e-06	1.45369869805759e-05	NA	NA	0.000315035706891008	NA	NA
