Cluster	Name	Number	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
NA	NA	NA	4	73	89	104	64	162	2	155	51	133	28	54	56	83	104	108	60	125	82	65	85	95	22	128	96	89	138	86	88	47	52	13	NA
1	receptor ligand activity	30	NA	7.610856435097e-17	5.23203348286302e-18	1.6006277347608e-16	0.00245223095618046	3.86053534929721e-12	NA	7.16078347465564e-11	3.07985429291338e-13	3.27911648604328e-13	1.03752843848745e-06	2.28007353385318e-15	3.82664761697652e-21	0.000141099131159744	4.90749167754203e-08	1.13928566197186e-13	1.01757282997556e-06	2.65499476356434e-07	2.4243890910298e-09	7.48168183525272e-07	5.19228780701415e-05	1.53114321356369e-10	1.33568806091974e-08	3.90086554223826e-14	5.37318461487022e-18	1.25738399981722e-08	2.54904326149979e-16	2.60177206399781e-09	1.12658439459412e-11	3.59293082554756e-07	6.32848119196895e-12	NA	0.00230633635454424
1	receptor regulator activity	30	NA	1.11115554929362e-16	5.23203348286302e-18	1.00801338839905e-15	0.00543390556642843	1.6710390848812e-12	NA	7.54865067877096e-10	1.90201802650932e-13	1.57739531170526e-12	5.31091709643588e-06	2.28007353385318e-15	1.04948910546856e-20	4.95256970956881e-05	5.06683458891294e-07	5.90760821601042e-14	1.01757282997556e-06	4.03662522678074e-08	1.7562913801346e-09	1.07658107788198e-06	1.20873154834844e-05	1.39906715654517e-10	8.36587275412289e-08	3.49311694366342e-15	5.37318461487022e-18	9.72706283049319e-09	2.67244524684558e-17	1.15764199876832e-09	2.44948270163528e-11	4.24478184609513e-07	1.36805382876729e-11	NA	0.000288716118977851
1	G-protein coupled receptor activity	29	5.01835498693008e-05	0.000222064958087645	7.65091974159358e-07	2.1742632651594e-13	NA	6.54726041369754e-26	NA	1.82800359425661e-22	0.00199495204538187	9.81666864272937e-17	NA	0.000874549661505991	2.73314667452216e-07	4.05736557952157e-07	2.71836223262555e-19	0.00087037941515609	0.000359141970749834	3.16071255344814e-19	4.7459797830149e-05	NA	1.16390419041766e-10	8.83077440020288e-15	0.00103252980126724	8.26398305322424e-13	2.02016888502181e-08	1.06614034436877e-06	1.4457344320416e-25	6.86328706214484e-08	6.99649134113284e-05	6.66983479126144e-08	0.000105120956231063	0.00403749923146444	0.0404701096127099
1	channel activity	28	NA	8.58450476684275e-06	1.34644292298017e-10	1.73738810996077e-08	NA	4.72398133186082e-19	NA	1.75336752832237e-11	0.000331175255469711	1.33356357063795e-12	0.00557041329148967	1.88084042501947e-06	4.81450413204449e-07	5.56167955376188e-06	5.8020126881824e-21	1.02126785838115e-08	2.63646232142556e-07	2.87149729054433e-08	4.80314024277483e-08	0.00620064215737211	8.81823572286907e-11	3.75462339466638e-05	NA	1.20626905421306e-05	1.22655589096005e-11	1.25738399981722e-08	1.82610768006896e-15	4.43968478954686e-08	6.81939605511865e-13	3.59293082554756e-07	0.0126111839472155	0.00403749923146444	NA
1	passive transmembrane transporter activity	28	NA	8.58450476684275e-06	9.18609760746962e-11	1.73738810996077e-08	NA	4.72398133186082e-19	NA	1.75336752832237e-11	0.000331175255469711	1.33356357063795e-12	0.00557041329148967	1.23905267899026e-06	2.85210711463514e-07	5.56167955376188e-06	5.8020126881824e-21	1.02126785838115e-08	2.16291922746795e-07	1.41409922061637e-08	4.80314024277483e-08	0.00620064215737211	8.81823572286907e-11	3.75462339466638e-05	NA	1.20626905421306e-05	1.22655589096005e-11	1.25738399981722e-08	1.82610768006896e-15	4.43968478954686e-08	5.19184727798801e-13	3.59293082554756e-07	0.0126111839472155	0.00403749923146444	NA
1	hormone activity	28	NA	0.000127483457321315	2.6016049948974e-09	0.000404589417952284	NA	0.0129662302875445	NA	0.0176048890589244	7.41657119123072e-05	1.93934904011833e-06	0.0420643345359409	1.08921955636526e-09	3.18382515697455e-09	NA	0.0027134970162703	3.33432272724825e-07	6.47243079968185e-05	0.0022804183233498	0.00960583049350217	0.00500835049094219	0.000525030320264077	3.51263578387481e-09	3.71343532741901e-09	0.000190424910510649	0.00648447378013671	1.02124644878787e-05	0.000834172728925052	2.15097113991941e-05	9.57722433586202e-05	0.00906526788680992	0.0430369348409018	0.0175867101118014	NA
1	substrate-specific channel activity	28	NA	0.000153513907660809	1.57658706723509e-09	3.82445023748651e-09	NA	4.72398133186082e-19	NA	1.96509906142778e-11	0.00189453623697567	2.0102007411162e-12	0.00388651001075105	1.14862500280828e-05	9.16080758945195e-07	1.05394492834903e-05	5.66756427416385e-20	1.57733960819391e-08	2.16291922746795e-07	1.06158296330675e-08	4.59609611766654e-07	0.00837987017647157	5.00380732299437e-10	3.66683811148459e-05	NA	1.35060252225025e-05	8.30395028395433e-11	1.25738399981722e-08	1.82610768006896e-15	3.71566967118649e-08	1.20624136852645e-11	7.8059490601045e-07	0.016784415048053	0.00731420964020984	NA
1	ion channel activity	28	NA	0.000448877900965161	2.15391528141485e-09	2.56658634890186e-09	NA	4.72398133186082e-19	NA	1.75336752832237e-11	0.00143781260478384	2.20882362946553e-11	0.00388651001075105	2.45943845750983e-05	3.36698178180794e-06	2.57188505829621e-05	1.84237834261709e-19	1.53203666405311e-07	2.16291922746795e-07	1.04755207484598e-08	9.11229777526385e-07	0.0319102358871474	1.47664232389091e-09	1.65745188299277e-05	NA	2.08567931864528e-05	1.05552664159051e-10	1.14706017036658e-07	1.82610768006896e-15	1.30105264736859e-07	1.70209179803077e-11	3.59293082554756e-07	0.0151663008931608	0.0135965643973341	NA
1	glycosaminoglycan binding	28	NA	0.000749164136360224	0.00247917521516315	2.32025404107643e-12	1.64587654491035e-05	1.88215180268876e-24	NA	7.23758663103143e-16	7.06014540596924e-05	6.70535419859017e-14	0.00388651001075105	NA	0.0185461510649106	1.16989535883146e-07	5.42843483376555e-05	0.00547962206543721	0.000123200675731707	1.15531557510818e-18	0.000669882527816816	0.00837987017647157	4.44333571274162e-06	1.06801209244336e-05	NA	1.7805932173313e-21	6.09826458848726e-06	1.34406307026743e-08	2.54904326149979e-16	0.0146622211804386	0.00857508887889012	0.00135442895168441	0.000558698383851997	NA	0.00230633635454424
