Cluster	Name	Number	ACC	BLCA	BRCA	CESC	CHOL	COAD	DLBC	ESCA	GBM	HNSC	KICH	KIRC	KIRP	LAML	LGG	LIHC	LUAD	LUSC	MESO	OV	PAAD	PCPG	PRAD	READ	SARC	SKCM	STAD	TGCT	THCA	THYM	UCEC	UCS	UVM
NA	NA	NA	53	340	206	627	161	1200	3	835	138	650	115	95	274	654	834	205	182	639	347	287	271	356	70	896	601	250	927	350	112	153	235	54	NA
1	regulation of system process	32	0.0024266767085963	7.58360308392819e-05	4.6857582409611e-05	1.79279645435668e-10	0.0110123958491741	1.88505740799364e-14	NA	4.41502911250732e-18	7.1419775726618e-06	3.16009574070434e-17	0.0439275023221243	0.0461382559569874	0.00125088475995846	3.44823099128865e-07	4.85813377728266e-12	0.000813313250168607	1.57788264149951e-06	8.06245781811793e-12	8.55679190984985e-05	4.46882970828159e-05	2.23441764856641e-08	5.96880807718201e-07	9.82788971327629e-07	4.34096241556885e-10	2.91324436584589e-13	0.000717445189447003	8.25153217614874e-23	1.87532292043932e-07	0.00182021269999694	0.000204449466630841	0.0113611925362791	0.00817058055096843	0.00241783700787279
1	blood circulation	32	0.00995430450471843	0.000557799381877448	0.00397263032578056	1.0386307552987e-11	0.00471767557197148	5.2557813583476e-14	NA	1.14657526092477e-17	1.11329633088866e-05	3.01983253408659e-15	0.00282939873327826	0.0462690106729895	1.66479441643076e-05	3.62014097116486e-07	8.10457782353338e-11	0.0148542298768588	3.88990348425403e-07	3.73159170643953e-15	4.67086232648893e-05	0.000834917304600203	2.10801649163408e-06	1.03820137237094e-09	2.99640158429262e-05	1.80533395794605e-10	2.23996274069207e-12	1.80375362131701e-05	1.72258191605402e-22	3.03584287578329e-07	0.00339383363210634	0.00296650258389669	0.0103492173407812	0.00546662082683902	0.00465279902403025
1	circulatory system process	31	0.00947468867311972	0.00041818437899283	0.00362841611064356	1.50792754129114e-11	0.00558722771445269	1.88505740799364e-14	NA	4.55991492616683e-18	1.12050924927978e-05	1.19897176377885e-15	0.00219734895780216	NA	1.46650680767713e-05	5.04566227405743e-07	6.87634015967544e-11	0.0190753505464258	1.96538973249344e-07	2.77384785200597e-15	6.23377023150495e-05	0.00092697581178002	1.10110370142431e-06	1.00175401127768e-09	3.78022686065335e-05	6.50093623522492e-11	4.41255750129522e-12	2.21748201994664e-05	3.15860094376402e-23	3.73202847626729e-07	0.00413456539275182	0.00308405647055341	0.011694919775198	0.00539697021113855	0.00518238685555153
1	muscle contraction	30	0.04525302812476	0.0022138410200825	0.00537913688446414	1.79279645435668e-10	0.0204008867265553	2.60754676256035e-15	NA	7.49261563958074e-19	0.0385820818940193	4.40564021465011e-32	NA	0.0304220288349176	0.00038426179443199	NA	7.30141815114569e-06	0.00213177014314047	5.67325327915885e-05	7.11608146814559e-10	3.23698171341583e-05	0.00418225655638111	1.91237112151385e-07	0.00107856559149927	5.40254957947778e-16	1.49302347237441e-07	2.23996274069207e-12	0.0054520788153437	1.35928795456954e-25	1.493785122199e-08	0.0155078705748997	0.0136113318569161	0.00539578366311758	0.00133037230244852	0.00954479059113492
1	regulation of signaling receptor activity	30	NA	5.74379580329839e-13	8.21946518163804e-12	1.0386307552987e-11	0.0426475314685319	2.84017882914057e-10	NA	4.77011135773289e-10	2.88156260896176e-09	1.65115508188966e-10	0.000138525340171459	1.97360903134511e-13	4.56755782173515e-15	3.44823099128865e-07	8.29767172724638e-09	3.6376462889688e-12	7.43320353144557e-06	1.81185678464381e-05	2.70664586969168e-07	2.97923627156905e-06	0.000562144696199744	1.00175401127768e-09	1.22008147737819e-07	1.14984244926908e-12	4.41426310274409e-17	1.76254376717388e-06	2.49860053028345e-14	5.41104390543416e-07	1.87754716696444e-07	2.79377968978596e-06	2.76594895015037e-10	NA	0.00955795632430237
1	G-protein coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	29	0.0024266767085963	0.00323832420008247	0.00193346531935818	4.60945098773528e-05	NA	1.69678466299195e-12	NA	1.9668906301896e-13	0.00725213899322016	1.19969020012068e-06	0.0439275023221243	0.0407149711692757	0.000481657635144326	0.000154649380203458	3.90787028230269e-10	0.0241380302999734	0.00906436587157945	1.06827716043417e-10	0.0086857732034263	NA	0.000143721918783061	8.87752786149178e-09	0.0294236552100465	5.92509734616621e-09	8.69689226789262e-06	0.0228313328120349	1.3098453051342e-15	6.34748060456925e-05	0.0123348965316961	0.0101925365663029	0.0184074696680682	0.0274844500177328	NA
1	divalent inorganic cation homeostasis	29	0.0444159820510811	6.62136025497435e-06	8.04541772261987e-06	5.54628423914724e-09	NA	1.03828708298964e-13	NA	2.39942686972557e-12	0.0182679321617143	8.09072116876469e-13	0.00132264368497132	0.0436927713114907	7.18146570435958e-08	0.000479919387331425	4.31036076015867e-08	NA	0.0185620591796094	3.25644379705431e-07	2.03210738976622e-06	0.000727096863567414	0.000120870894533886	0.00107098719086037	0.0135984363242264	4.75673650437648e-09	4.85836974574002e-09	0.000458197374121071	4.76671615000284e-11	4.00797059957353e-05	NA	0.00296650258389669	0.000455349170419854	0.00696420735721204	0.0311122773883325
1	extracellular structure organization	28	0.00039047142934503	0.00608420539666578	0.0307550183588734	3.17254286784382e-13	4.77220571188358e-06	7.69681158973465e-32	NA	2.44463634274831e-24	0.000993623768410749	9.0220804077033e-15	0.022726709935713	NA	0.000565816777313896	3.68950246969681e-15	0.000259146370490394	NA	0.0349106226158799	2.89064526912989e-30	0.000162913527916099	0.00745888995500875	4.34535341000307e-12	6.96328688853536e-12	NA	6.53564348159159e-33	0.00151810116431631	6.64175458017834e-10	3.406841878969e-24	2.03534385306667e-05	0.00685320419081465	0.0294765835515653	0.0400125606094898	NA	2.14204506296274e-05
1	regulation of hormone levels	28	NA	1.06595972824182e-05	8.88756667975468e-08	0.000468268730191532	0.000525346493090302	0.0135845518928664	NA	0.00693121580970384	0.0182679321617143	0.00158903220212728	0.000130006515279373	0.000164894585334044	0.0210765767031873	0.0227139248515295	0.00121291491589474	1.76242536088673e-08	0.00173979125464942	0.0130644653711699	0.000645783705558772	0.00462979637762712	0.0391232503191985	0.000581596264204447	NA	0.00985125943625691	4.06678709927849e-08	0.00117256859149326	0.00915645535456865	0.00558543802919942	0.00142343257529904	0.00344044830124796	0.000416528431304666	NA	NA
1	muscle system process	28	NA	0.0003620806589306	0.0173013017939561	1.10012549966214e-09	NA	3.7853317579041e-15	NA	8.15730822177646e-18	0.0356338969825292	1.1253435936087e-31	NA	NA	0.00563952225014477	0.0121132626211911	4.83484475859064e-06	0.00672396842152684	0.000143901011647358	2.81003276584433e-10	8.76255033723013e-05	0.0126224487736042	3.89383081466668e-07	0.00153658451294219	1.76908381775318e-13	1.19669576590851e-07	2.91324436584589e-13	0.00473109090861783	1.29605890001579e-25	7.16378526545264e-08	0.00900201249099951	0.01886410544527	0.00766624077626631	0.00485234738806781	0.00978615703906241
1	modulation of chemical synaptic transmission	28	NA	0.0270060897125013	0.00891885473998564	1.71209665538394e-08	NA	2.2903116273608e-14	NA	1.88865012281402e-06	0.0122518431466418	0.0003910067422221	NA	0.0193710511243008	0.00577245210907917	0.0212158107250997	2.17949791237191e-10	0.00303911866859402	0.00199390031825533	0.00224743005251478	7.53563185837736e-10	0.00940309858943545	0.000759869144344451	5.74187081468417e-05	NA	7.60279236619873e-06	9.88704795906919e-05	0.000717445189447003	2.09238597067535e-15	0.000281587183385541	0.00182021269999694	0.00297596989843922	0.00156647082963824	0.0163322641000414	0.0202319025166059
1	regulation of trans-synaptic signaling	28	NA	0.0270060897125013	0.00891885473998564	1.71209665538394e-08	NA	2.2903116273608e-14	NA	1.88865012281402e-06	0.0122518431466418	0.0003910067422221	NA	0.0193710511243008	0.00577245210907917	0.0212158107250997	2.17949791237191e-10	0.00303911866859402	0.00199390031825533	0.00224743005251478	7.53563185837736e-10	0.00940309858943545	0.000759869144344451	5.74187081468417e-05	NA	7.60279236619873e-06	9.88704795906919e-05	0.000717445189447003	2.09238597067535e-15	0.000281587183385541	0.00182021269999694	0.00297596989843922	0.00156647082963824	0.0163322641000414	0.0202319025166059
1	regulation of blood circulation	27	0.00994215079363091	NA	0.017142610312339	4.09743107748364e-07	NA	2.44308277021696e-09	NA	2.39421319712221e-13	8.02787045046819e-05	1.40742238496314e-10	NA	0.0174625148053754	0.000446295845014118	5.15131845758841e-06	2.2832244679421e-09	NA	4.50083914607985e-05	7.11608146814559e-10	0.000419741728572696	0.00124912252132651	0.000167831725204817	0.000475663244201124	3.87694840189272e-05	3.33199517041688e-08	3.03721962366803e-10	0.000363740961014167	1.06776023135765e-17	1.45369869805759e-05	0.0023862749269555	0.00571726315387768	0.0190239112871734	0.0376590256208323	NA
