gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
B2M	673122	428	36	242764	64664	0	2	0	0	50	22	15422912	0	0
LCE2C	169158	818	24	216186	60828	0	2	0	0	50	9	15534978	0	0
BAP1	1078407	229	62	1437130	415658	0	15	0	0	50	22	16082430	3.677959e-07	2.312455e-03
CUL3	255624	463	20	1555772	389902	0	14	0	0	50	21	19353716	7.601665e-07	3.584565e-03
KDM6A	59340	NaN	36	2796718	752678	0	14	1	0	50	12	16261626	2.639597e-06	9.397711e-03
NF2	734742	149	38	1248618	308250	0	11	2	0	50	27	16866070	2.989411e-06	9.397711e-03
ATP1B1	231221	416	19	610746	155358	0	8	0	0	50	16	14523644	1.722920e-05	4.642532e-02
SAV1	458995	259	31	754322	205774	0	7	0	0	50	22	15268650	2.902900e-05	6.844313e-02
FAM20C	195067	593	-4	534574	183032	0	6	1	0	50	10	15780756	7.735158e-05	1.621117e-01
PTEN	259678	300	34	829672	192896	0	7	0	0	50	16	14037020	1.252140e-04	2.330517e-01
TP53	2069567	213	34	846386	233722	0	8	0	0	50	9	14200050	1.359118e-04	2.330517e-01
SMARCB1	637355	196	52	772680	205500	0	8	0	0	50	15	15794730	1.879014e-04	2.953498e-01
PARD6B	480540	161	43	723086	203308	0	8	0	0	50	13	12647292	2.415340e-04	3.504473e-01
MET	558228	262	2	2781100	759254	0	27	0	0	15	8	6204456	8.037217e-04	1
ACTB	1906749	195	34	732128	211528	0	10	1	0	50	23	17512436	8.396156e-04	1
TXNIP	739922	172	39	776242	213446	0	5	0	0	50	22	15339616	1.096665e-03	1
FAT1	351973	513	-13	8870476	2531486	0	18	3	0	50	9	18462120	1.556215e-03	1
PPIL1	836025	244	43	332910	88776	0	4	0	0	50	17	17818768	1.766359e-03	1
KLF6	129035	476	2	565262	144946	0	5	0	0	50	8	14463638	1.891051e-03	1
TNFSF8	241285	318	-9	461416	127958	0	5	0	0	50	13	15436064	1.910398e-03	1
BHMT	164477	578	36	809670	217008	0	7	0	0	50	11	15209740	2.060570e-03	1
CLK4	492630	675	17	998730	227694	0	6	0	0	50	16	17274604	2.189023e-03	1
RP2	705104	NaN	42	698700	180018	0	5	0	0	50	8	18915316	2.377770e-03	1
KIN	199265	447	4	816246	196458	0	6	0	0	50	6	15552240	2.622668e-03	1
STAG2	338292	NaN	7	2610672	627186	0	9	3	0	39	13	11155362	2.817203e-03	1
SLC5A12	52729	921	-8	1219574	352912	0	8	2	0	48	13	17489146	2.993858e-03	1
TRIM49	151171	1107	-28	915434	221392	0	4	0	0	50	19	21553114	3.635312e-03	1
KRAS	259193	512	16	469636	113162	0	5	0	0	50	17	15793360	3.669762e-03	1
CAPN13	131345	692	5	1374384	350172	0	8	0	0	50	16	18507330	4.277610e-03	1
PCK1	181790	562	-4	1234096	331814	0	6	1	0	50	11	15352768	4.325114e-03	1
TMEM167A	230539	717	8	152070	37812	0	3	0	0	50	14	16073936	4.326485e-03	1
MFN2	518052	207	39	1515220	409904	0	5	0	0	50	6	12354112	4.617034e-03	1
C1orf54	1213150	197	38	275096	68500	0	2	0	0	50	17	16218060	4.673397e-03	1
ESF1	123437	617	-10	1759628	384148	0	6	0	0	50	9	16672900	4.893565e-03	1
PAXIP1	162706	628	-6	2151448	554576	0	8	0	0	30	8	14003866	5.034809e-03	1
SMC6	135213	1245	1	2246526	531834	0	6	0	0	50	4	13952902	5.102806e-03	1
CNTF	284768	644	2	389354	111244	0	3	0	0	50	9	14042226	5.305154e-03	1
HTN3	34716	965	-1	121382	23290	0	3	0	0	19	5	6205552	5.531471e-03	1
GLYATL1	368006	741	-11	675136	169880	0	4	0	0	50	3	13993180	5.587480e-03	1
TMCC3	242132	576	26	928860	259752	0	5	0	0	50	11	19267406	5.672645e-03	1
DIP2C	406596	632	12	3055100	904474	0	12	3	0	50	9	17194322	5.736522e-03	1
IGFL3	1177162	249	28	254820	67404	0	3	0	0	50	14	13852070	5.832393e-03	1
RPL22	627248	240	31	267698	61924	0	3	0	0	50	18	14169088	5.918841e-03	1
ACER1	943949	407	31	532108	139466	0	6	0	0	50	17	13918378	6.336186e-03	1
MED10	253175	763	-12	280302	66582	0	2	0	0	50	5	13332566	6.649455e-03	1
CACNG2	1202913	359	42	628556	180292	0	5	0	0	50	16	17541754	6.708971e-03	1
SLC47A1	558023	414	2	1122304	340034	0	7	1	0	50	14	14586390	6.862123e-03	1
CHCHD3	595524	677	11	466622	118642	0	4	0	0	50	15	16692080	6.863433e-03	1
UQCR10	848649	195	37	154810	41648	0	2	0	0	50	16	14739282	6.914294e-03	1
MTRR	66042	1013	-9	1436034	405246	0	6	0	0	50	18	16284368	8.544810e-03	1
PRKAG2	600611	437	20	1136278	318662	0	5	0	0	50	14	17236518	8.757991e-03	1
DHRS9	303546	646	12	622802	179470	0	5	0	0	50	23	19838422	8.831180e-03	1
SCFD1	386053	583	2	1336024	330170	0	7	0	0	39	8	14105794	8.847695e-03	1
GBAS	760564	642	11	592662	146316	0	2	0	0	50	9	17736568	9.240729e-03	1
CHTF18	1187310	273	39	1877722	603074	0	7	0	0	50	9	17934122	9.477934e-03	1
TTR	294098	541	20	285782	89050	0	3	0	0	50	10	17089654	9.557221e-03	1
SGK2	345777	303	4	851318	240298	0	7	0	0	50	22	16376980	1.001133e-02	1
CAMK1D	326642	556	35	808026	203856	0	5	0	0	50	13	15176312	1.004901e-02	1
H2AFJ	340728	578	-4	237284	83296	0	2	0	0	50	8	12117102	1.010989e-02	1
SCIN	119569	510	-1	1438500	376476	0	7	0	0	50	11	16708794	1.019015e-02	1
NIPBL	341972	479	11	5644126	1459598	0	8	0	0	22	0	6900142	1.044110e-02	1
ACAA1	302137	411	32	828850	255368	0	5	0	0	50	13	16007902	1.062455e-02	1
TMEM176A	749051	604	16	460320	141384	0	5	0	0	50	17	17242546	1.080237e-02	1
HOXD8	242935	874	15	557590	163304	0	3	0	0	50	9	14993006	1.103868e-02	1
LYAR	146135	584	35	785832	177552	0	4	0	0	50	10	13627116	1.137557e-02	1
RAB6A	549152	224	37	502516	126314	0	3	0	0	50	8	16969368	1.147939e-02	1
CPEB4	164298	381	43	1433294	396478	0	5	0	0	50	11	16595358	1.164597e-02	1
SPATA8	93099	986	-46	208788	59184	0	2	0	0	50	12	13578344	1.209402e-02	1
MRPL54	2144458	206	34	272904	78090	0	3	0	0	50	10	14796000	1.260231e-02	1
TTYH3	769920	259	35	1023116	311812	0	6	0	0	23	12	9927842	1.274002e-02	1
CPLX4	293564	549	20	332088	71514	0	2	0	0	42	8	14501176	1.274184e-02	1
IK	774470	356	31	1166418	272082	0	6	0	0	50	21	15998312	1.278693e-02	1
CALML4	375804	365	28	396204	102750	0	4	0	0	50	17	14961770	1.286126e-02	1
RPUSD4	601483	341	26	740074	215090	0	6	0	0	50	16	17172950	1.293132e-02	1
ACSF2	1332860	200	23	1224232	344144	0	8	0	0	50	26	18609258	1.311544e-02	1
TBC1D7	258474	423	35	596772	151248	0	4	0	0	50	9	14321706	1.318859e-02	1
PEX12	756039	227	14	687192	207144	0	6	0	0	50	22	17318992	1.320105e-02	1
FAM91A1	483934	269	10	1697978	448264	0	6	0	0	34	17	16301630	1.374914e-02	1
COMMD8	87789	528	23	374284	94256	0	2	0	0	50	8	15443736	1.387888e-02	1
NFE2L2	372300	145	36	1192722	314826	0	8	0	0	50	19	14682290	1.417966e-02	1
MOCS2	204924	419	-5	525532	115628	0	3	0	0	50	13	14967798	1.495217e-02	1
PYROXD2	142644	581	4	1146416	339760	0	5	0	0	50	18	18748724	1.529704e-02	1
RBP5	2422791	224	38	275644	71240	0	2	0	0	50	11	13659174	1.588772e-02	1
RNF152	96352	799	-12	381408	121656	0	3	0	0	50	12	19942542	1.626376e-02	1
ING4	2816983	210	61	526080	115080	0	2	0	0	50	19	19671830	1.635765e-02	1
GPR123	296872	499	-10	1055996	343870	0	5	0	0	50	16	19137530	1.640568e-02	1
ERRFI1	387339	207	26	887212	264410	0	4	0	0	50	22	19174246	1.734107e-02	1
KLRK1	378365	334	0	460594	97544	0	3	0	0	50	17	16702766	1.777166e-02	1
C3AR1	142724	300	23	917352	277014	0	4	0	0	50	7	15809526	1.803477e-02	1
RPL36A	374364	NaN	37	226324	53978	0	3	0	0	50	26	16597550	1.851330e-02	1
SLMO2	948552	126	25	392094	105216	0	3	0	0	50	25	16848808	1.854041e-02	1
DCPS	367696	426	30	658148	191800	0	3	0	0	50	14	19030122	1.895892e-02	1
ZNF559	401242	705	-65	1077094	265232	0	4	0	0	50	25	23595510	1.915684e-02	1
SLC6A12	321580	557	28	1221218	341404	0	5	0	0	50	8	18319914	1.927271e-02	1
VHL	825905	170	39	409904	124396	0	3	0	0	50	16	13428740	1.928511e-02	1
NUDT16L1	717235	194	35	398670	132342	0	3	0	0	50	21	17688892	1.951815e-02	1
C6orf195	467575	342	25	242490	73158	0	3	0	0	50	19	15069452	2.007596e-02	1
HIST1H2AD	NaN	NaN	NaN	242216	82474	0	3	0	0	50	45	30596210	2.026454e-02	1
C15orf53	98316	561	20	344418	104394	0	2	0	0	50	11	15414418	2.036921e-02	1
JAKMIP2	102729	642	-4	1655234	407164	0	4	0	0	50	7	16282724	2.041004e-02	1
OR4A15	1067	1102	-42	658422	191526	0	2	0	0	50	11	15336328	2.048801e-02	1
ZFP36L2	227876	208	47	909132	314826	0	4	0	0	50	5	13048428	2.060963e-02	1
GPT	1755818	291	7	961466	297016	0	5	0	0	24	8	8339190	2.065370e-02	1
OR6M1	92984	637	-1	588278	185224	0	2	0	0	50	5	16926076	2.118232e-02	1
ZNF226	554986	634	-28	1645918	395930	0	5	0	0	38	9	10530368	2.142217e-02	1
FKBP1B	243145	226	33	249066	66582	0	2	0	0	50	15	13914542	2.160236e-02	1
IL1RL2	238921	541	8	1154362	302222	0	6	0	0	48	21	18703240	2.160260e-02	1
CPNE9	955408	348	34	1125044	303592	0	5	0	0	50	18	16699478	2.165505e-02	1
ARID2	820796	602	10	3548300	1045036	0	9	0	0	20	3	7764064	2.198634e-02	1
JAG1	165910	431	-28	2481344	606910	0	8	0	0	50	15	17513806	2.210427e-02	1
SETD2	593886	365	46	5025434	1367260	0	18	0	0	2	0	1814976	2.218827e-02	1
TEX19	2598845	179	36	320032	86858	0	2	0	0	50	13	15732258	2.224938e-02	1
NFYA	145501	611	37	688288	199472	0	5	0	0	50	12	15563200	2.261136e-02	1
POU2AF1	238940	567	19	486898	160016	0	3	0	0	50	7	15731710	2.312661e-02	1
PPFIBP2	104307	853	12	1760176	478130	0	7	1	0	50	15	15754726	2.372013e-02	1
DDX5	1171555	184	15	1233548	322498	0	7	1	0	50	13	14117576	2.372285e-02	1
NR2C2AP	940952	232	17	282768	77268	0	3	0	0	50	17	15889808	2.391705e-02	1
CTNNA1	1432876	380	39	1802646	489912	0	6	2	0	50	14	15645400	2.458473e-02	1
DARS	440321	410	30	1031336	255916	0	3	0	0	50	13	16401640	2.501200e-02	1
PSIP1	200332	583	6	1118742	260574	0	4	0	0	50	16	15981598	2.508811e-02	1
SEC14L2	676863	214	52	880910	230434	0	4	0	0	50	20	16786610	2.510636e-02	1
LHX4	463883	254	13	771036	209610	0	3	0	0	50	12	18047832	2.538866e-02	1
PBRM1	1217701	231	47	3295124	832138	0	13	0	0	5	5	3540902	2.546769e-02	1
FARP1	494775	574	35	2242690	603896	0	5	1	0	50	6	14301704	2.555537e-02	1
PHLDA1	604083	438	17	761172	235092	0	4	0	0	50	14	16758388	2.557220e-02	1
POLD4	1269888	177	51	217008	59184	0	3	0	0	50	15	15931182	2.583636e-02	1
STX18	140686	633	44	691028	172072	0	3	0	0	50	2	11747202	2.604295e-02	1
HSD17B14	1766061	211	34	523066	171524	0	3	0	0	50	17	15649784	2.607220e-02	1
ILVBL	703673	419	1	1216286	394012	0	6	1	0	50	11	13612320	2.641343e-02	1
RNF19A	1009773	212	41	1653590	444976	0	5	0	0	28	2	9680420	2.656742e-02	1
KDELR3	1466610	215	23	461690	128506	0	4	1	0	50	19	12265336	2.682492e-02	1
IMMP1L	124843	916	-4	340582	89324	0	2	0	0	50	13	14043048	2.685572e-02	1
CLEC1A	396940	445	-1	568550	142480	0	3	0	0	50	16	15170010	2.708430e-02	1
ADAM7	56052	741	6	1557964	373736	0	4	0	0	50	13	17835756	2.714458e-02	1
CTTNBP2NL	559406	335	23	1228616	362776	0	5	0	0	42	10	14772710	2.766524e-02	1
RBP1	226923	848	13	435934	116450	0	3	0	0	50	8	13411204	2.788344e-02	1
RAB28	134712	704	22	551014	134534	0	2	0	0	50	25	37384012	2.815326e-02	1
ARRDC3	51436	334	5	824192	222214	0	3	0	0	50	10	14978484	2.850241e-02	1
STARD3	1224964	213	33	925024	231530	0	4	0	0	50	19	14124974	2.852130e-02	1
KCNK5	181911	634	29	959548	286604	0	4	0	0	26	5	8137800	2.890912e-02	1
SLC10A4	310162	396	52	812410	274274	0	3	0	0	50	10	15522100	2.899091e-02	1
ELOVL6	204465	522	23	535944	133164	0	2	0	0	50	8	15214946	2.899872e-02	1
QRFP	727815	241	22	252080	84940	0	2	0	0	50	20	15992010	2.903358e-02	1
CADM2	8467	1155	-19	908310	253176	0	4	0	0	50	12	15937210	2.931473e-02	1
IL21R	228256	597	36	1046406	309072	0	4	2	0	50	8	14905052	2.959377e-02	1
PRSS55	78691	633	3	689384	197554	0	3	0	0	50	12	15410034	2.994074e-02	1
VPS11	1390854	195	58	1871146	501968	0	6	1	0	50	11	13234474	3.008388e-02	1
SENP8	1132082	352	26	421412	107134	0	3	0	0	50	13	16028452	3.047176e-02	1
SGK1	97901	129	15	1302322	339212	0	6	0	0	50	14	14386644	3.070384e-02	1
SNAI2	16597	598	-22	526902	143028	0	3	0	0	50	16	14837922	3.076663e-02	1
