gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
TP53	2069567	213	34	281099	77623	0	19	1	0	50	7	4716075	8.881784e-16	1.675282e-11
CTNNB1	305811	448	8	509236	147602	0	14	0	0	50	8	4745923	1.378890e-08	1.300431e-04
MEN1	2261775	230	61	391300	123032	0	7	0	0	50	6	5916456	4.484371e-08	2.819473e-04
PRKAR1A	662487	313	-28	254527	69251	0	5	0	0	50	7	5510778	2.764653e-06	1.303672e-02
RPL22	627248	240	31	88907	20566	0	3	0	0	50	1	4705792	2.043260e-05	7.707995e-02
KHDC1L	NaN	NaN	NaN	85267	23114	0	2	0	0	50	13	10157238	6.844198e-04	1
CXCL9	489826	399	43	84903	22113	0	2	0	0	50	11	5335512	2.354179e-03	1
PPP1CA	1269888	177	51	224952	61698	0	2	0	0	50	2	5291013	3.206761e-03	1
C12orf65	1014179	201	29	108472	30485	0	3	0	0	50	5	5441436	5.139705e-03	1
ZNRF3	693562	326	-13	531713	161980	0	5	1	0	50	6	5018286	5.910245e-03	1
TMEM40	487514	176	35	162435	41223	0	2	0	0	50	2	5193188	6.570205e-03	1
MORN5	220092	528	30	112203	25389	0	2	0	0	50	5	5161793	6.866057e-03	1
C11orf57	389805	179	31	200291	45955	0	2	0	0	50	5	5771402	8.202985e-03	1
SMARCAL1	590685	384	31	622531	177632	0	3	1	0	50	2	5778955	8.279966e-03	1
SAT1	491139	NaN	46	119119	27209	0	2	0	0	50	11	5778864	1.164536e-02	1
CLTB	576954	347	45	154154	39676	0	4	0	0	50	5	5346159	1.169697e-02	1
BCL2L1	864206	213	21	149604	43134	0	2	0	0	50	3	4369547	1.239382e-02	1
CTLA4	148748	632	18	148785	37947	0	2	0	0	50	5	4339972	1.332158e-02	1
MYEOV2	340416	482	28	164892	47229	0	2	0	0	50	5	5732636	1.426312e-02	1
CHMP4C	158801	681	12	155792	40222	0	2	0	0	50	5	4689867	1.427737e-02	1
TMEM74	275834	891	-14	193830	57876	0	3	0	0	50	3	4676854	1.437945e-02	1
OSMR	193286	381	-10	661843	169169	0	4	0	0	50	5	5345340	1.479800e-02	1
AP1S1	1044715	199	39	107562	27027	0	2	0	0	50	9	4749108	1.493211e-02	1
MTHFD2L	180212	330	15	227864	65338	0	3	0	0	50	3	5207384	1.696176e-02	1
NPTX2	545145	560	20	271453	86723	0	2	0	0	50	5	4914455	1.709414e-02	1
LYZL1	172530	439	3	130767	33852	0	2	0	0	50	8	4389203	1.829165e-02	1
SHFM1	170353	1045	10	50778	9555	0	1	0	0	40	4	4477018	1.907806e-02	1
ATXN7L3B	NaN	NaN	NaN	62426	17836	0	1	0	0	50	13	10151960	1.939391e-02	1
HOXA3	356045	385	28	274820	89908	0	2	0	0	50	1	5805436	1.965988e-02	1
TRAM1L1	24934	NaN	-31	236691	66339	0	2	0	0	50	14	4956042	1.994442e-02	1
NF1	462449	396	26	1897259	507052	0	6	1	0	50	6	5608330	2.229223e-02	1
CDX4	221528	NaN	-13	182637	52689	0	3	1	0	47	5	3556280	2.239163e-02	1
GLRA1	496476	528	28	303030	80808	0	2	0	0	50	2	5122663	2.257258e-02	1
MDM2	541243	228	32	336791	81991	0	2	0	0	50	2	4978337	2.363464e-02	1
TIMM8B	389805	179	31	65702	17563	0	2	0	0	50	5	5771402	2.386669e-02	1
IGFL1	1150094	196	22	75985	18746	0	1	0	0	50	3	5117476	2.396789e-02	1
SLCO4C1	36388	870	-5	473200	133679	0	3	0	0	50	9	5494489	2.437889e-02	1
MTCP1	NaN	NaN	NaN	74893	19019	0	1	0	0	50	13	10153143	2.507285e-02	1
C12orf36	548501	509	5	90454	25571	0	2	0	0	50	3	5531617	2.525950e-02	1
LSM1	705837	277	46	88816	24206	0	1	0	0	50	4	5926193	2.603244e-02	1
ARL13A	414180	NaN	45	201565	53417	0	2	0	0	50	4	4117113	2.603943e-02	1
CAPN6	132204	NaN	23	426972	111930	0	3	0	0	50	4	4310124	2.609177e-02	1
BEX5	119562	NaN	22	73983	18837	0	2	0	0	50	4	4665206	2.720221e-02	1
CAPRIN1	770116	279	28	479752	125762	0	2	0	0	50	7	6122662	2.929252e-02	1
MALL	NaN	NaN	NaN	99918	29484	0	1	0	0	50	13	10163608	2.994726e-02	1
CXCL1	233432	444	6	69888	22386	0	1	0	0	50	6	5497037	3.023375e-02	1
PLA2G5	528859	466	24	93548	24661	0	1	0	0	50	2	4810988	3.046715e-02	1
TMEM203	1723416	200	39	83356	28847	0	1	0	0	50	5	6284187	3.059679e-02	1
TWISTNB	168714	941	-11	221949	59514	0	2	0	0	50	7	5161884	3.077082e-02	1
CHCHD4	312564	463	27	110656	25844	0	1	0	0	50	2	5111561	3.084382e-02	1
GPRASP2	123687	NaN	23	537082	150059	0	3	0	0	50	4	4061239	3.092402e-02	1
HMGN3	233858	624	0	70798	16562	0	1	0	0	50	7	5084898	3.095497e-02	1
SMARCD3	610106	290	32	329875	92456	0	2	0	0	50	5	5922735	3.105964e-02	1
MAP1LC3B2	292439	337	1	81900	22113	0	2	0	0	50	7	6218758	3.181513e-02	1
PRKAG2	600611	437	20	377377	105833	0	3	0	0	50	2	5724537	3.238171e-02	1
HDDC3	NaN	NaN	NaN	91455	27846	0	1	0	0	50	13	10161970	3.285657e-02	1
RB1	349930	450	41	628628	160615	0	2	0	0	50	4	5753020	3.289612e-02	1
ISL1	27991	1083	-28	230776	61334	0	2	0	0	50	10	7014280	3.314886e-02	1
IL1RN	672307	479	25	136773	34398	0	2	0	0	50	1	5336058	3.325760e-02	1
TMEM60	253754	795	28	86177	24661	0	1	0	0	50	6	5219396	3.326915e-02	1
SLC10A5	158801	681	12	276640	82355	0	2	0	0	50	5	4689867	3.425063e-02	1
SRMS	1262904	298	54	312585	96642	0	2	0	0	50	1	4807621	3.492316e-02	1
CCDC102B	70753	1048	-8	345891	82719	0	4	0	0	50	9	5490030	3.493995e-02	1
TIPARP	407941	502	22	434070	110292	0	2	0	0	50	3	6314581	3.501121e-02	1
SDHD	389805	179	31	103012	31850	0	1	0	0	50	5	5771402	3.583009e-02	1
ZNF330	71072	671	-4	223678	49049	0	2	0	0	50	9	5616520	3.597986e-02	1
PA2G4	2785610	165	39	269451	67158	0	2	1	0	50	6	5119387	3.600385e-02	1
CETN3	83403	824	19	116480	25480	0	1	0	0	50	4	5511142	3.611149e-02	1
TAC3	2026922	199	41	85176	21021	0	1	0	0	50	7	5437250	3.615274e-02	1
PSMC2	355264	620	17	292019	75985	0	2	1	0	50	5	5314855	3.645064e-02	1
HIST1H4B	408919	685	43	63518	22204	0	2	0	0	50	6	4315220	3.784789e-02	1
ASMTL	NaN	NaN	NaN	423332	122941	0	3	0	0	50	13	10257065	3.857932e-02	1
C16orf90	805495	246	39	115843	36218	0	2	0	0	50	4	5633173	3.917982e-02	1
ZNF394	1327454	288	60	364364	98098	0	2	0	0	50	1	4402489	4.076457e-02	1
C1D	210519	537	2	97552	23114	0	1	0	0	50	8	5538897	4.088086e-02	1
CREB3L3	2256881	244	42	295932	92274	0	2	0	0	50	5	5493397	4.112907e-02	1
CRYGD	327858	440	13	115570	30485	0	1	0	0	50	3	5452902	4.160696e-02	1
UCN3	711034	519	-1	102102	31668	0	1	0	0	50	7	6140862	4.209323e-02	1
FXR1	182655	1058	-2	418145	108745	0	2	1	0	50	6	4313127	4.224861e-02	1
PRDX1	809450	176	25	134589	34671	0	1	0	0	50	4	5591222	4.228981e-02	1
IFI27L2	200295	605	47	83629	28028	0	1	0	0	50	8	4919278	4.255677e-02	1
RBPJL	1005559	233	36	336336	101010	0	2	0	0	50	1	4485754	4.277273e-02	1
NQO2	430294	268	42	155428	41132	0	1	0	0	50	1	4884516	4.288694e-02	1
LGALS7	1697047	322	45	88998	27573	0	2	0	0	50	5	5681585	4.304240e-02	1
FAM81B	316501	511	4	308126	73255	0	3	0	0	50	7	5407948	4.340399e-02	1
FADD	765202	286	34	130312	41951	0	2	0	0	50	4	6754930	4.427464e-02	1
UCMA	246179	354	35	96278	22477	0	1	0	0	50	5	4830098	4.436868e-02	1
CRYAB	437513	221	22	113204	33670	0	2	0	0	50	5	4769947	4.440105e-02	1
TM4SF5	1272092	222	28	127309	40313	0	1	0	0	50	4	6107374	4.454876e-02	1
SNRPE	527029	280	26	66339	14742	0	1	0	0	50	8	3852485	4.463006e-02	1
