gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
HLA-B	2552688	347	28	729757	213560	0	17	1	0	49	82	21887371	0	0
KRAS	259193	512	16	481634	116053	0	15	0	0	50	54	16196840	0	0
PIK3CA	401889	613	11	2218214	552727	0	97	0	0	18	16	6822961	0	0
PTEN	259678	300	34	850868	197824	0	31	1	0	50	54	14395630	8.881784e-16	4.188205e-12
FBXW7	117295	501	51	1715224	459716	0	39	0	0	50	35	18950359	1.998401e-15	7.538770e-12
EP300	1167197	154	42	4867763	1340932	0	46	3	0	32	39	12530352	8.186004e-10	2.573407e-06
TP53	2069567	213	34	868009	239693	0	28	3	0	16	18	3393637	1.536583e-07	4.140432e-04
B2M	673122	428	36	248966	66316	0	6	0	0	50	52	15816928	1.918653e-06	4.523703e-03
STK11	2214581	234	29	884026	243908	0	17	3	0	7	7	2293241	4.157616e-06	8.713440e-03
ZNF750	711691	350	16	1388140	446228	0	12	3	0	50	43	13344971	1.216483e-05	2.294531e-02
RB1	349930	450	41	1941148	495965	0	23	1	0	2	3	1396851	2.205547e-04	3.781912e-01
MAPK1	458136	299	47	746336	193609	0	11	1	0	50	34	15701999	2.672327e-04	4.200452e-01
DDX3X	627364	NaN	54	1379148	351531	0	14	0	0	16	15	5991201	3.368986e-04	4.888139e-01
LATS1	431427	210	40	2262331	618200	0	15	2	0	50	48	15066096	5.759992e-04	7.760355e-01
BCL2L11	NaN	NaN	NaN	489502	132632	0	5	0	0	50	105	31425916	7.363326e-04	9.259138e-01
MAGEB10	10745	NaN	16	687326	196138	0	8	0	0	50	41	14340835	8.207201e-04	9.337316e-01
SMAD4	156084	422	41	1127934	304323	0	12	0	0	15	8	4506116	8.851853e-04	9.337316e-01
NFE2L2	372300	145	36	1223193	322869	0	20	1	0	50	55	15057385	8.910597e-04	9.337316e-01
CASP8	571730	386	37	1202399	272008	0	16	3	0	9	15	3747978	1.037842e-03	1
RGS2	307992	477	-15	448195	103127	0	6	0	0	50	53	18132930	1.084395e-03	1
FAT1	351973	513	-13	9097094	2596159	0	28	10	0	50	49	18933780	1.330320e-03	1
SLC27A5	2673870	276	11	1333626	444261	0	10	0	0	29	29	12081876	1.693264e-03	1
FLG	433645	548	21	7928134	2351408	0	51	6	0	17	18	8753712	2.120048e-03	1
ZRANB2	107389	955	-15	717674	185179	0	7	0	0	50	63	18220602	2.847702e-03	1
BAP1	1078407	229	62	1473845	426277	0	9	1	0	50	51	16493295	3.102945e-03	1
CTNNBIP1	770684	193	34	172253	45241	0	3	0	0	50	41	15333608	3.295796e-03	1
HIST1H2AK	228884	634	40	246999	85986	0	6	1	0	50	57	11685385	6.451525e-03	1
IL8	273344	444	13	209907	54795	0	3	0	0	50	46	14556362	7.023208e-03	1
LIN7A	27634	987	-4	470113	136847	0	5	1	0	50	60	14130647	7.148894e-03	1
WBP1	1069803	343	45	528842	164104	0	5	1	0	50	53	15667155	7.761909e-03	1
TTLL13	956589	139	45	943036	250652	0	8	0	0	50	44	20062276	7.869658e-03	1
TMEM47	7188	NaN	-16	357994	109028	0	4	0	0	50	56	19712993	8.444011e-03	1
CDKN1A	904665	228	37	318654	105375	0	4	1	0	50	30	14618463	8.712718e-03	1
EPHA2	866090	197	37	1961661	563124	0	16	1	0	29	25	8979917	9.045226e-03	1
PIK3R1	48999	619	32	1594956	395367	0	14	1	0	42	44	14291660	9.386055e-03	1
MGAT4C	15683	881	-41	974789	248404	0	8	0	0	50	41	12879635	9.567957e-03	1
CTAGE5	314800	300	16	1707356	430492	0	10	2	0	50	38	17280938	9.569509e-03	1
KIAA0040	NaN	NaN	NaN	201477	51423	0	2	0	0	50	105	31344707	1.027560e-02	1
DHRS12	252271	384	33	678334	178154	0	5	1	0	50	40	14986854	1.051553e-02	1
TMEM51	379959	432	16	495403	150335	0	7	0	0	50	41	16043695	1.136540e-02	1
TGFBR2	80018	417	-9	1202680	320621	0	7	1	0	50	49	17138190	1.137550e-02	1
SUMO1	371912	192	41	224238	48894	0	4	0	0	50	49	15691040	1.167676e-02	1
ACTB	1906749	195	34	750832	216932	0	10	0	0	28	37	10944388	1.172874e-02	1
CIDEB	915114	220	38	438079	135161	0	4	0	0	50	42	16637167	1.178995e-02	1
LIN9	739974	278	21	1161935	298984	0	9	0	0	50	55	17692603	1.349569e-02	1
FAM49A	8240	1427	-4	685078	168038	0	7	0	0	50	62	17376478	1.356026e-02	1
HIST1H2BG	390169	544	57	247561	76151	0	5	0	0	50	39	10942140	1.410992e-02	1
SCO2	1075525	207	42	510015	170286	0	4	0	0	50	43	16905803	1.496587e-02	1
NDUFS6	387770	635	11	254586	73341	0	2	0	0	50	39	16621712	1.508368e-02	1
CDKN2A	225405	357	-15	670185	174501	0	5	0	0	50	28	17366081	1.520042e-02	1
PHEX	92340	NaN	14	1578939	388623	0	12	0	0	28	20	11727535	1.546297e-02	1
FAM9A	13530	NaN	-19	706715	165790	0	8	0	0	50	53	17120206	1.631367e-02	1
LIN37	1151198	321	30	517321	137690	0	6	0	0	50	40	15076493	1.645782e-02	1
SSR3	545591	679	10	383284	102284	0	4	0	0	50	50	17343320	1.670672e-02	1
ADAM9	389317	428	22	1705951	440327	0	9	1	0	50	50	21139068	1.708206e-02	1
GPR173	878367	NaN	63	721889	227329	0	8	0	0	50	41	16374151	1.752344e-02	1
CXCR4	431866	406	42	712054	206816	0	5	0	0	50	31	16094556	1.758986e-02	1
MRPL22	516166	461	38	433302	112119	0	4	0	0	50	58	20417741	1.789469e-02	1
HLA-A	983517	596	36	738749	212155	0	13	2	0	2	7	1084941	1.802495e-02	1
NUDT10	112254	NaN	3	329613	95259	0	4	0	0	50	49	19911379	1.907917e-02	1
OGN	537639	574	47	612580	163823	0	5	1	0	50	43	14052248	1.933636e-02	1
GPRASP1	123687	NaN	23	2793421	737063	0	16	3	0	38	19	9808024	1.967463e-02	1
