gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CEBPA	355217	510	-9	479192	163777	0	20	0	0	50	9	13291210	0	0
IDH2	851518	192	38	657297	179100	0	28	0	0	50	5	10239943	0	0
KCNE3	633655	283	23	144673	43979	0	2	0	0	50	2	13109125	0	0
KRAS	259193	512	16	341086	82187	0	14	0	0	50	3	11470360	0	0
NPM1	300840	347	30	454317	104475	0	64	0	0	50	6	11229371	0	0
NRAS	600650	472	11	279993	72237	0	17	0	0	50	2	11755527	0	0
RUNX1	164915	429	45	692321	215119	0	30	0	0	50	4	12327453	0	0
U2AF1	687433	279	59	389841	102087	0	13	0	0	50	3	10622620	0	0
WT1	356326	749	9	740479	208751	0	16	0	0	50	7	12823162	0	0
IDH1	260367	539	17	609537	152832	0	24	0	0	50	5	12852216	1.221245e-15	2.303513e-12
TP53	2069567	213	34	614711	169747	0	31	0	0	50	4	10313175	1.443290e-15	2.474849e-12
FLT3	346092	614	42	1469018	367354	0	64	0	0	50	2	10721125	3.552714e-15	5.584274e-12
DNMT3A	330147	286	43	1383647	378697	0	69	0	0	50	4	11277131	4.218847e-15	6.121223e-12
GDI2	656468	303	43	656302	166364	0	6	0	0	50	3	11658813	2.320704e-07	3.126651e-04
PTPN11	704590	167	43	879779	219895	0	13	0	0	50	7	12380785	5.534405e-07	6.959329e-04
HPS3	382046	386	7	1445735	392428	0	7	0	0	50	4	13569412	1.212435e-06	1.429310e-03
SENP6	428787	364	24	1648516	399791	0	7	0	0	50	2	9583641	5.296693e-06	5.802829e-03
PHF6	271272	NaN	47	599587	141290	0	9	0	0	50	10	12297404	5.537637e-06	5.802829e-03
ASXL1	780777	242	57	2143230	649536	0	11	0	0	41	0	10047311	6.405225e-06	6.332446e-03
NFU1	488690	285	23	378100	97709	0	4	0	0	50	1	8960970	6.714501e-06	6.332446e-03
RAD21	482614	426	18	935698	227258	0	6	0	0	50	2	9952388	1.034092e-05	9.288116e-03
STAG2	338292	NaN	7	1896072	455511	0	8	0	0	50	1	12238301	1.775567e-05	1.522307e-02
FBXO7	371339	401	3	755006	224074	0	5	0	0	50	3	10675753	1.866310e-05	1.530537e-02
GABRG3	20652	1307	-54	679784	179896	0	6	1	0	28	10	9002163	2.142772e-05	1.684041e-02
SLC43A1	923775	197	9	797990	238402	0	6	0	0	50	4	10320140	2.511745e-05	1.843011e-02
KLHL7	792869	218	25	884356	227258	0	6	0	0	50	4	12317901	2.540467e-05	1.843011e-02
KIT	92734	649	0	1426631	372130	0	14	0	0	39	4	9874579	6.323027e-05	4.417220e-02
PLSCR1	123426	671	-12	471232	119201	0	4	0	0	50	11	14542323	8.539796e-05	5.752773e-02
IFT74	116568	447	-12	951220	210542	0	5	0	0	50	9	13342552	1.527254e-04	9.933468e-02
SLC16A7	22532	899	-36	675207	192234	0	5	0	0	50	6	9720155	1.939400e-04	1.219366e-01
BTBD10	285926	458	10	689137	182483	0	5	0	0	50	5	12404466	2.392732e-04	1.455862e-01
GOLM1	320201	489	20	588841	152633	0	4	0	0	50	1	13677270	2.817680e-04	1.660846e-01
RALGPS2	364466	434	-2	875998	215318	0	5	0	0	50	9	10787193	3.287431e-04	1.879016e-01
GATA2	937778	274	52	663665	209746	0	6	0	0	50	3	11297230	3.644391e-04	2.021779e-01
PRRG4	392152	375	10	326360	92137	0	3	0	0	50	9	15434440	4.185869e-04	2.244690e-01
ZCRB1	174511	545	18	332529	74625	0	5	0	0	50	7	10948184	4.357377e-04	2.244690e-01
