gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
AP1S1	1044715	199	39	608730	152955	0	19	0	0	50	301	26876820	0	0
B2M	673122	428	36	456290	121540	0	20	0	0	50	363	28988320	0	0
CD3G	963668	192	48	713790	174585	0	24	1	0	50	375	30180545	0	0
CHD4	2790851	179	51	7232145	1875630	0	175	13	0	6	60	6802635	0	0
CTCF	1074126	147	45	2752160	683920	0	166	12	0	6	57	4147810	0	0
CTNNB1	305811	448	8	2881940	835330	0	155	15	0	36	311	19201260	0	0
PIK3R1	48999	619	32	2923140	724605	0	219	7	0	0	7	724605	0	0
PPP2R1A	478211	896	-38	2166090	655080	0	97	9	0	23	218	13325625	0	0
RNF43	782135	399	22	2798510	884770	0	100	8	0	7	84	7134295	0	0
RPL22	627248	240	31	503155	116390	0	63	1	0	49	376	25637215	0	0
ARID1A	975965	182	27	8238970	2474060	0	340	20	0	1	36	3577190	2.220446e-16	3.807459e-13
TP53	2069567	213	34	1590835	439295	0	218	9	0	15	73	5410075	7.771561e-16	1.221560e-12
PTEN	259678	300	34	1559420	362560	0	614	11	0	5	46	2153215	1.221245e-15	1.771933e-12
KRAS	259193	512	16	882710	212695	0	102	6	0	3	29	1842670	4.551914e-15	6.132729e-12
ACVR2A	90992	951	-2	1947215	496975	0	69	4	0	3	39	2218620	5.773160e-15	7.259556e-12
PIK3CA	401889	613	11	4065410	1013005	0	380	14	0	0	14	1013005	9.547918e-15	1.125580e-11
FBXW7	117295	501	51	3143560	842540	0	120	5	0	0	5	842540	4.732881e-13	5.251270e-10
RB1	349930	450	41	3557620	908975	0	96	11	0	8	95	8382655	1.184719e-12	1.241454e-09
SPOP	943930	348	28	1429125	364620	0	61	4	0	15	116	8442910	2.578826e-12	2.560096e-09
ARID5B	81587	388	20	4360505	1206130	0	105	19	0	2	22	1656240	9.940049e-12	9.374460e-09
INPPL1	744547	182	58	4598435	1403890	0	104	21	0	11	97	6725900	1.771483e-11	1.591129e-08
SUDS3	635715	823	32	1284925	307970	0	31	0	0	2	0	2222740	2.160525e-10	1.852356e-07
CASP8	571730	386	37	2203685	498520	0	84	10	0	9	122	6869070	1.378820e-08	1.130752e-05
CCND1	441431	536	41	1089225	307455	0	41	4	0	43	435	25212855	1.875539e-08	1.474018e-05
ATM	415837	582	16	11637455	2914900	0	202	30	0	2	37	3735810	1.972131e-07	1.487933e-04
PRRG1	81601	NaN	3	908975	248230	0	28	5	0	3	186	10482310	4.452583e-07	3.230178e-04
ZFHX3	122465	495	-11	13358585	3865075	0	275	61	0	0	61	3865075	5.524679e-07	3.859500e-04
KLF3	294258	364	39	1278745	355865	0	31	9	0	29	209	12445490	1.425687e-05	9.604042e-03
ESRP1	467699	426	31	2571395	717910	0	71	8	0	0	8	717910	1.484041e-05	9.652405e-03
NSD1	948717	227	42	9886455	2750100	0	160	35	0	3	54	4501100	1.614314e-05	1.014973e-02
MAP3K1	200595	412	38	5524920	1605255	0	103	12	0	0	12	1605255	1.854781e-05	1.128545e-02
MORC4	177448	NaN	31	3545775	900735	0	90	16	0	9	108	6993700	2.028191e-05	1.195492e-02
