gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
CTNNB1	305811	448	8	1419828	302868	0	104	0	0	3	2	699174	0	0
TP53	2069567	213	34	785452	155372	0	114	2	0	16	10	2278670	0	0
ALB	315782	613	8	1170302	181506	0	58	1	0	50	47	11104802	7.771561e-16	4.886240e-12
AXIN1	1444992	205	40	1552646	329718	0	26	1	0	38	24	13534548	7.491218e-08	3.532484e-04
BAP1	1078407	229	62	1335698	278166	0	22	1	0	50	21	10744654	2.149902e-07	8.110291e-04
EEF1A1	716887	139	38	840942	173630	0	16	0	0	50	25	10773294	1.744581e-04	5.484381e-01
CDKN1A	904665	228	37	286400	73748	0	9	1	0	10	4	1929620	5.323068e-04	1
NFE2L2	372300	145	36	1122688	190456	0	15	0	0	50	25	9478766	6.304970e-04	1
CDKN2A	225405	357	-15	589626	127806	0	9	0	0	50	30	10736778	8.448235e-04	1
RB1	349930	450	41	1763508	306448	0	24	2	0	50	31	11142750	9.454912e-04	1
CRIP3	1293543	363	51	389862	70526	0	11	0	0	50	37	13094924	1.089016e-03	1
GABRG1	36353	926	-2	871372	152508	0	12	2	0	38	32	9005132	2.093566e-03	1
ITPR3	1401905	205	38	4977632	925072	0	14	0	0	12	0	4479654	2.422107e-03	1
IDH1	260367	539	17	781872	132460	0	8	0	0	17	7	3873202	3.825684e-03	1
CFB	2314693	203	34	1433790	260982	0	10	1	0	50	23	12338112	5.992873e-03	1
OR8H2	9992	1007	-32	551678	119214	0	8	0	0	50	53	11381178	6.092153e-03	1
FGFBP1	175145	435	33	427094	80550	0	4	0	0	50	19	12492768	6.198004e-03	1
OR2J3	155147	738	1	542370	127090	0	7	1	0	31	22	6436124	6.483803e-03	1
CNGA3	228601	630	29	1265172	247736	0	13	1	0	50	22	7346160	6.519417e-03	1
NRAS	600650	472	11	359790	62650	0	5	0	0	50	21	10420306	6.979565e-03	1
HIST1H1E	398813	636	53	379480	95944	0	8	0	0	50	13	6900808	7.625472e-03	1
RPS6KA3	242944	NaN	36	1401212	250600	0	16	1	0	50	32	8944630	8.695638e-03	1
ZBED2	188186	406	-14	394874	75538	0	5	0	0	50	29	10598232	9.117740e-03	1
OR10K2	135429	902	5	547740	123152	0	6	0	0	50	27	8272306	9.209121e-03	1
URM1	1928973	188	64	309670	66946	0	5	0	0	50	21	12638474	9.247237e-03	1
SPRR4	426723	748	28	151076	23628	0	3	0	0	50	21	10232356	9.940148e-03	1
UBE2N	380369	364	15	283894	53342	0	5	0	0	50	39	13499822	1.028264e-02	1
IRX1	7226	1155	-24	826980	216232	0	14	2	0	50	60	10116006	1.043914e-02	1
EIF5A	1911735	206	36	347260	65872	0	4	0	0	50	22	11737388	1.059401e-02	1
CABP5	993450	433	26	328644	59428	0	5	0	0	50	36	12725110	1.060940e-02	1
EIF4E1B	579630	359	40	456092	85920	0	4	0	0	50	18	11099432	1.112274e-02	1
HIST1H1C	408919	685	43	368740	93796	0	6	1	0	50	31	8611332	1.113719e-02	1
CEACAM3	1360684	454	23	454302	107758	0	5	1	0	50	31	9544638	1.133550e-02	1
HIST1H2AG	227588	622	29	224466	59786	0	4	1	0	28	14	4488246	1.137231e-02	1
BAX	1927185	211	43	453944	105968	0	5	0	0	50	17	10795490	1.154913e-02	1
CDKN1B	791330	136	44	364802	68378	0	5	0	0	50	19	10493338	1.313661e-02	1
FCRL1	113186	829	26	834498	165038	0	8	1	0	25	10	4567006	1.335977e-02	1
HIST2H2AC	798975	560	17	223750	56922	0	3	0	0	50	28	11871638	1.339624e-02	1
DCDC1	84163	938	-25	663016	119572	0	14	0	0	50	72	11566622	1.396656e-02	1
RCN2	335583	614	27	616118	84130	0	6	0	0	50	23	13392780	1.399526e-02	1
STK32B	66595	613	12	794044	130312	0	7	0	0	50	28	10809452	1.586282e-02	1
TLX3	269453	434	25	507286	127090	0	7	0	0	50	23	8462046	1.609220e-02	1
BTRC	649315	421	27	1128416	213368	0	6	0	0	50	13	9270768	1.707194e-02	1
SLC22A8	2447828	398	48	975550	222318	0	8	0	0	50	12	8696178	1.791583e-02	1
SPRR2A	687290	704	30	135324	24344	0	2	0	0	50	21	11002414	1.798568e-02	1
CACNA1E	111356	832	10	4176428	833424	0	36	8	0	50	40	10903606	1.902164e-02	1
NOP10	542657	234	22	120288	23628	0	2	0	0	50	17	9601918	2.003577e-02	1
SLC30A1	380154	236	22	895358	198690	0	6	1	0	50	20	10002878	2.111216e-02	1
MAT1A	365795	598	44	722086	151434	0	5	0	0	20	8	4615336	2.216309e-02	1
SHFM1	170353	1045	10	145348	12888	0	2	0	0	50	29	11568412	2.217042e-02	1
LYZL6	703538	424	31	283536	45108	0	4	0	0	50	30	11052176	2.225832e-02	1
LGALS9B	384584	413	-6	660510	134250	0	4	0	0	50	23	11763522	2.287440e-02	1
PPP2R4	1440213	206	34	675904	123868	0	6	0	0	50	22	14326444	2.329897e-02	1
HIBCH	499049	471	24	746430	122078	0	6	0	0	50	17	8476008	2.347988e-02	1
AMPH	167080	639	7	1292738	260982	0	8	1	0	50	33	10752888	2.373249e-02	1
LDOC1L	216551	425	14	402034	113486	0	5	1	0	50	26	10854202	2.373778e-02	1
SF3B1	736523	276	30	2416858	472202	0	12	0	0	9	2	2237500	2.383558e-02	1
KCTD20	994811	148	35	786526	135682	0	5	0	0	50	21	12460548	2.459642e-02	1
GYPA	131210	1033	-8	282462	59070	0	4	0	0	50	41	10042258	2.495658e-02	1
TMEM128	146135	584	35	269574	46898	0	3	0	0	50	21	8862290	2.534519e-02	1
DEFB113	70183	1258	-7	152866	22554	0	4	0	0	50	37	9469458	2.556583e-02	1
OR51G1	65798	1006	-15	560628	129596	0	8	1	0	47	39	9164442	2.567213e-02	1
PTEN	259678	300	34	781156	109548	0	7	1	0	50	26	8989738	2.612803e-02	1
STXBP3	772267	191	9	1142378	184370	0	7	1	0	50	20	10568876	2.691147e-02	1
CCDC13	369284	309	33	1324958	255970	0	8	2	0	50	19	9387118	2.735470e-02	1
RAB18	313003	549	0	396306	66946	0	4	0	0	50	17	10712792	2.834525e-02	1
PCDHB16	915569	724	-11	1348228	320768	0	12	1	0	50	59	12265796	2.859754e-02	1
ALAD	390186	297	36	609316	133176	0	5	0	0	50	16	9738674	2.922951e-02	1
SIAH1	170149	392	3	561702	115634	0	6	0	0	50	28	10789046	2.986010e-02	1
KRAS	259193	512	16	440698	66946	0	5	0	0	50	31	10289994	3.008307e-02	1
HIST1H4J	267617	634	32	175420	49404	0	4	0	0	50	21	7719196	3.038945e-02	1
CCT3	2232742	187	30	1009560	200480	0	8	1	0	50	29	12178802	3.071173e-02	1
CAPZA1	560292	325	23	556690	85562	0	5	0	0	50	25	11609582	3.162517e-02	1
NFATC2	363545	482	28	1709092	393084	0	7	1	0	50	12	11301344	3.178970e-02	1
MCM7	1503181	254	41	1306342	280314	0	9	1	0	50	28	14346850	3.263796e-02	1
SLC2A6	1858670	315	39	878532	239860	0	6	0	0	50	17	10910050	3.317927e-02	1
UNC119B	1741363	349	42	461820	90932	0	4	0	0	50	16	9916600	3.321508e-02	1
MAOB	66825	NaN	22	965168	194036	0	7	1	0	50	27	9920538	3.430058e-02	1
CCDC53	234580	467	7	323990	62650	0	4	0	0	50	27	10027580	3.461446e-02	1
PLA2G3	731144	218	40	913258	199406	0	7	0	0	50	21	12841818	3.565762e-02	1
ACVR2A	90992	951	-2	966242	166470	0	14	1	0	50	46	10120302	3.589895e-02	1
HIST1H4K	267617	634	32	175420	49404	0	3	0	0	50	21	7719196	3.604039e-02	1
SERPINB3	174293	370	-5	741776	118140	0	6	1	0	50	33	11045016	3.644096e-02	1
ACPT	652250	593	27	744282	202986	0	5	0	0	29	12	5555086	3.683288e-02	1
LEP	925335	373	30	303942	62650	0	3	0	0	50	27	10146794	3.881629e-02	1
RPL22	627248	240	31	253106	34010	0	3	0	0	50	12	9415400	3.914774e-02	1
ATP5L	963668	192	48	187592	41528	0	2	0	0	50	24	10648352	3.925523e-02	1
LHB	2070141	200	35	249884	63724	0	3	0	0	50	20	9576142	4.020972e-02	1
C4orf45	155458	337	10	358716	55848	0	4	0	0	50	29	10604318	4.033242e-02	1
COL7A1	1386275	212	37	5187778	1473886	0	11	0	0	12	0	4556266	4.119125e-02	1
GPR63	130400	1336	-5	741060	161100	0	7	1	0	50	31	10018630	4.151118e-02	1
FAM131B	379715	379	29	656572	136040	0	5	0	0	50	22	11258742	4.179360e-02	1
GUCA2A	418399	579	24	212294	44034	0	3	0	0	50	24	9273274	4.279847e-02	1
ASTL	821367	251	45	766120	184012	0	7	0	0	50	27	9793090	4.310596e-02	1
RCSD1	520615	405	14	751084	161816	0	4	1	0	50	23	10676634	4.321053e-02	1
HGF	57326	604	17	1391904	234132	0	9	2	0	16	9	3200162	4.381141e-02	1
