gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
GTF2I	908884	151	45	921516	234561	0	61	0	0	50	3	8416890	1.332268e-15	2.512923e-11
HRAS	1970020	236	42	190035	53136	0	10	0	0	50	1	6999684	9.759790e-10	9.204458e-06
NRAS	600650	472	11	173061	44649	0	3	0	0	50	1	7265979	2.810923e-03	1
RABAC1	1150724	438	33	162360	50184	0	2	0	0	50	2	7575816	4.275314e-03	1
OR8B12	171574	746	-1	263466	80073	0	2	0	0	50	2	9055014	5.220733e-03	1
CYLD	279624	792	2	859155	223860	0	3	0	0	50	0	7100667	6.080968e-03	1
TP53	2069567	213	34	379947	104919	0	4	0	0	50	3	6374475	7.552407e-03	1
SH3YL1	304765	624	-18	308115	85977	0	2	0	0	50	0	6129582	9.457105e-03	1
C11orf86	NaN	NaN	NaN	99261	31365	0	1	0	0	50	2	13729137	1.009269e-02	1
COX18	255276	747	14	285606	91512	0	2	0	0	50	2	7568190	1.163571e-02	1
MLLT11	1614665	165	40	80442	21771	0	1	0	0	50	1	7037937	1.380399e-02	1
ECM1	1532790	163	43	476871	135300	0	2	0	0	50	0	8050227	1.461932e-02	1
C5orf47	NaN	NaN	NaN	156333	45510	0	1	0	0	50	2	13743282	1.662470e-02	1
RLN3	1013197	231	32	121893	38622	0	1	0	0	50	0	7447158	1.855901e-02	1
KHDC1	742452	565	13	146862	40221	0	1	0	0	50	0	8420826	1.928385e-02	1
ZNF814	NaN	NaN	NaN	765675	184869	0	2	0	0	50	2	13882641	2.003371e-02	1
KATNAL2	120136	561	12	424842	112791	0	2	0	0	50	2	7825752	2.026756e-02	1
GET4	737267	310	41	292986	82656	0	2	0	0	50	4	7445313	2.201941e-02	1
DNAJC7	2081077	206	23	457314	109839	0	2	0	0	50	2	7946169	2.237699e-02	1
RNF169	620831	160	37	603930	189051	0	3	0	0	50	3	7052574	2.343101e-02	1
NOD1	623997	400	37	826806	244032	0	3	0	0	50	1	7066473	2.361073e-02	1
CCK	338797	473	29	99630	31734	0	2	0	0	50	3	7523541	2.389226e-02	1
SIGLEC8	393294	583	17	427794	135300	0	3	0	0	50	3	8093646	2.427415e-02	1
MAFG	3798594	211	19	137391	46002	0	1	0	0	50	0	6384069	2.683007e-02	1
IFNG	268405	717	-2	153996	35301	0	1	0	0	50	2	7797339	2.861210e-02	1
PHF10	233648	447	3	456330	113775	0	2	0	0	50	3	8128455	3.162452e-02	1
PRRT2	NaN	NaN	NaN	286959	94956	0	1	0	0	50	2	13792728	3.180586e-02	1
SFT2D2	442995	299	18	148707	40590	0	1	0	0	50	2	6885909	3.215160e-02	1
EIF1AX	262207	NaN	37	139482	29889	0	2	0	0	50	3	6684681	3.265850e-02	1
SPTY2D1	637558	457	28	598764	168018	0	2	0	0	50	2	7603614	3.488502e-02	1
FAM178A	1007780	247	35	1070715	284622	0	2	0	0	50	0	5839302	3.518509e-02	1
GRAMD1C	442573	363	36	607251	152520	0	2	0	0	50	1	6899808	3.527737e-02	1
ZNF492	51041	1399	-76	480192	113160	0	2	0	0	50	3	5753817	3.749457e-02	1
PARP15	419536	311	44	621765	172323	0	2	0	0	50	2	7994262	3.806214e-02	1
MRGPRX3	631291	436	20	271092	87945	0	2	1	0	25	2	2861349	3.837034e-02	1
