gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
AKT1	711772	247	36	3597085	928280	0	28	1	0	50	64	53371055	0	0
ATG5	181529	390	32	2099729	491383	0	3	1	0	27	49	33611808	0	0
C8orf47	630526	229	39	2664769	764822	0	3	0	0	50	58	72004258	0	0
CASP8	571730	386	37	4317511	976712	0	20	1	0	50	52	61930402	0	0
CCL4L2	691971	684	13	1360132	389474	0	2	0	0	50	59	58839835	0	0
CDH1	924096	240	30	6352664	1847479	0	136	3	0	50	44	51490279	0	0
CDKN1B	791330	136	44	1436816	394519	0	12	1	0	20	34	24580249	0	0
CLDN1	164468	348	3	1513500	447996	0	2	1	0	50	58	60344254	0	0
CLDN5	770036	298	22	2031117	741615	0	2	0	0	45	65	64571964	0	0
CLOCK	235221	384	22	6323403	1610364	0	8	1	0	49	60	64033158	0	0
CTCF	1074126	147	45	5392096	1339952	0	22	3	0	50	63	63701197	0	0
DEGS1	638932	174	13	2363078	603382	0	7	1	0	50	51	60134382	0	0
EIF4A2	449980	384	25	3050207	781975	0	13	0	0	50	45	56693692	0	0
FAM169B	149919	473	-53	1431771	381402	0	2	1	0	50	78	50888915	0	0
FBXO44	682357	264	32	2124954	357186	0	4	0	0	50	48	60974879	0	0
FLRT3	NaN	NaN	NaN	4570770	1343988	0	9	0	0	40	107	91588948	0	0
GATA3	182932	675	-2	3129918	959559	0	136	2	0	50	77	59818565	0	0
GPS2	1911735	206	36	2456915	648787	0	13	0	0	50	55	62558000	0	0
GPX4	2398425	234	17	2178431	567058	0	2	1	0	21	25	35021381	0	0
H3F3B	1885370	198	27	972676	307745	0	3	0	0	50	58	61367380	0	0
HIST1H2AI	267617	634	32	888929	312790	0	5	0	0	50	60	43948004	0	0
HPRT1	270801	NaN	45	1668886	416717	0	2	1	0	48	67	57515018	0	0
KDELR1	1478750	217	36	1546797	435888	0	2	1	0	46	79	75032267	0	0
KLK9	490795	632	22	1805101	528716	0	3	0	0	50	47	47443180	0	0
LASP1	1255539	159	41	1981676	470194	0	5	0	0	50	53	64198634	0	0
MAP2K4	45834	583	-52	2989667	769867	0	45	1	0	50	96	61105040	0	0
MYCT1	188249	600	-9	1653751	507527	0	8	1	0	50	69	75647757	0	0
OR10K1	177013	929	7	2146143	699237	0	6	1	0	50	90	57762223	0	0
OR4D10	430021	507	-1	2148161	685111	0	11	1	0	50	66	60202994	0	0
PERP	329471	484	24	1385357	400573	0	5	1	0	50	61	69913610	0	0
PICK1	1478013	200	76	3088549	834443	0	4	1	0	50	37	51831321	0	0
PLA2G2E	437659	348	22	1056423	284538	0	2	0	0	50	39	53005797	0	0
POP5	1615212	311	34	1228962	320862	0	5	0	0	50	50	58655188	0	0
PPM1J	559669	325	27	3551680	1158332	0	5	1	0	50	55	65642513	0	0
PTEN	259678	300	34	3055252	710336	0	66	0	0	50	76	51691070	0	0
PTMS	2816186	232	48	812245	171530	0	2	0	0	50	76	71793377	0	0
PURB	1107527	219	54	2160269	688138	0	2	0	0	50	60	73702405	0	0
RAB39B	371405	NaN	-13	1516527	438915	0	5	1	0	50	82	60200976	0	0
RHOA	1623187	201	33	1431771	378375	0	11	0	0	50	57	55583792	0	0
RPL5	582788	274	4	2243007	559995	0	4	1	0	50	70	68607964	0	0
RUNX1	164915	429	45	3510311	1090729	0	44	2	0	25	30	30037930	0	0
SLC25A36	209562	727	18	2235944	669976	0	4	1	0	50	62	57645179	0	0
STARD4	181104	636	26	1548815	382411	0	4	1	0	23	31	26024128	0	0
TC2N	368236	478	21	3637445	954514	0	8	2	0	49	74	73749828	0	0
TMEM167B	989913	215	18	556968	154377	0	3	0	0	50	35	48847708	0	0
TP53	2069567	213	34	3116801	860677	0	368	3	0	25	26	21246513	0	0
TPST1	551438	412	26	2675868	750696	0	5	0	0	50	56	60655026	0	0
TRAT1	107009	961	-15	1427735	330952	0	5	0	0	50	65	64090671	0	0
TSPAN33	787448	408	51	2078540	585220	0	4	0	0	50	98	72843746	0	0
UBE2G1	1040590	292	26	1285466	327925	0	3	0	0	50	58	64118923	0	0
UBE2V2	890573	464	31	1089720	278484	0	4	1	0	31	59	42548521	0	0
URM1	1928973	188	64	1226944	365258	0	2	0	0	50	44	67351759	0	0
ZFP36L1	543449	259	46	2339871	750696	0	11	0	0	50	57	52712178	0	0
MAP3K1	200595	412	38	10824552	3145053	0	135	6	0	26	39	31118569	2.553513e-15	8.919326e-13
PIK3CA	401889	613	11	7965046	1984703	0	406	9	0	1	9	2490212	1.798561e-14	6.168084e-12
TBX3	32369	548	-30	5214512	1626508	0	36	1	0	2	3	4505185	5.517253e-12	1.858329e-09
NCOR1	954548	370	-18	17733175	4978406	0	56	3	0	3	8	9002298	2.013931e-08	6.664346e-06
PIK3R1	48999	619	32	5727084	1419663	0	32	3	0	6	14	7982199	3.218381e-07	1.046640e-04
ARID1A	975965	182	27	16141982	4847236	0	43	2	0	3	18	17206477	3.424442e-07	1.094777e-04
HIST1H2BC	398813	636	53	885902	273439	0	10	1	0	50	61	38653781	4.227732e-06	1.329058e-03
FOXA1	67481	487	-58	3285304	1022117	0	37	1	0	1	1	1910037	8.584743e-06	2.654515e-03
