gene	expr	reptime	hic	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	p	q
EGFR	423489	336	-13	3453210	625770	0	42	2	0	50	14	13429320	0	0
FUBP1	373296	256	1	1681470	371790	0	49	2	0	50	30	17962200	0	0
IDH1	260367	539	17	1113840	188700	0	395	0	0	50	18	16364880	0	0
PIK3CA	401889	613	11	2889660	463080	0	46	1	0	50	26	15440250	0	0
PTEN	259678	300	34	1112820	156060	0	23	1	0	50	24	12806610	0	0
ZBTB20	86308	644	10	1892100	390660	0	21	2	0	50	23	17059500	0	0
CIC	790787	299	37	3872940	1130160	0	130	1	0	37	16	10721730	4.440892e-16	1.196630e-12
ATRX	548517	NaN	8	6759030	1008270	0	217	6	0	50	29	14744610	8.881784e-16	2.094103e-12
TP53	2069567	213	34	1118940	221340	0	316	4	0	3	6	673200	5.884182e-15	1.233194e-11
IDH2	851518	192	38	1193910	235110	0	21	0	0	50	25	13599660	1.173162e-11	2.212817e-08
NOTCH1	1489379	212	43	6650400	1305600	0	49	3	0	35	15	11824350	4.128708e-11	7.079609e-08
TCF12	203021	599	27	1944120	379440	0	15	0	0	50	22	15099570	7.347184e-05	1.081108e-01
SPANXD	NaN	NaN	NaN	262650	47430	0	5	0	0	50	50	28707900	7.451173e-05	1.081108e-01
PTPN11	704590	167	43	1613130	265710	0	8	1	0	50	20	16380180	1.052919e-03	1
EID2B	1148741	322	25	392190	105570	0	3	0	0	50	10	14395260	2.952111e-03	1
LGALS13	1148741	322	25	374850	67830	0	3	0	0	50	10	14395260	4.262988e-03	1
OR5T3	10317	969	-43	869040	173400	0	5	0	0	37	15	10641660	4.772931e-03	1
ARID1A	975965	182	27	5767080	1305600	0	22	2	0	50	20	16586730	5.444407e-03	1
PIK3R1	48999	619	32	2079780	328440	0	23	2	0	6	4	1955850	6.644356e-03	1
PRR23B	336415	520	11	628830	185130	0	5	1	0	50	25	13944420	7.288891e-03	1
AADACL2	91028	611	-5	1051110	195330	0	7	0	0	50	16	15812040	7.412774e-03	1
C4BPA	501293	142	22	1591710	283050	0	6	0	0	43	7	12435840	9.426329e-03	1
VSIG4	317695	NaN	42	1042440	212160	0	6	0	0	50	17	13945440	1.164023e-02	1
NRAS	600650	472	11	512550	89250	0	4	0	0	50	36	14844570	1.174570e-02	1
MGAT4C	15683	881	-41	1272960	207060	0	6	0	0	50	19	11632080	1.228645e-02	1
SLC17A4	272695	635	29	1286730	282030	0	5	1	0	50	15	12385860	1.340141e-02	1
CUL4B	416744	NaN	14	2508690	385050	0	11	1	0	50	27	16131300	1.340758e-02	1
OR5H14	200002	811	-15	795600	156060	0	6	1	0	50	36	14842020	1.439384e-02	1
C19orf48	655673	589	25	285090	75990	0	3	0	0	50	41	18157530	1.542337e-02	1
IL17F	313097	427	23	423300	88740	0	3	0	0	50	20	15549900	1.549257e-02	1
SSTR4	199022	554	-50	936870	257550	0	7	0	0	50	22	14845080	1.556379e-02	1
PGLYRP4	1140044	401	32	969510	207570	0	4	1	0	50	15	12461340	1.566120e-02	1
PHB2	2704950	211	47	785910	164730	0	4	0	0	50	22	19863990	1.714653e-02	1
OR12D2	329776	872	7	778770	167790	0	4	0	0	50	21	15413220	1.876635e-02	1
CACNG3	360425	348	8	812430	166770	0	4	0	0	50	12	14348850	1.883232e-02	1
EIF4A1	1957426	194	24	1082730	204510	0	6	0	0	50	22	16476060	1.918246e-02	1
MAX	501431	387	39	740010	113730	0	4	0	0	50	20	16961070	1.934043e-02	1
CLEC9A	351158	445	9	673200	91800	0	4	0	0	50	16	14664540	2.000317e-02	1
SLCO1B1	518292	799	-25	1843140	331500	0	6	1	0	50	14	11737650	2.000370e-02	1
MUC7	264556	861	26	891990	272850	0	6	0	0	17	11	7311360	2.050777e-02	1
IFNA21	137739	498	1	495720	87720	0	4	0	0	50	23	12491430	2.186936e-02	1
TMEM155	326547	440	18	343230	69870	0	3	0	0	50	18	18226890	2.197211e-02	1
TMEM45B	632501	231	-2	730830	134130	0	3	0	0	50	18	15075600	2.200329e-02	1
CPEB4	164298	381	43	1900260	370260	0	9	0	0	50	17	15271950	2.221187e-02	1
CYLC1	19326	NaN	-45	1763070	252450	0	7	1	0	50	29	15353550	2.229039e-02	1
RAP2C	152540	NaN	18	481440	89760	0	4	1	0	41	12	8247720	2.237048e-02	1
KEL	294033	676	2	1932900	383520	0	9	0	0	50	20	12284880	2.340365e-02	1
TPTE	30271	1268	-81	1513680	261120	0	9	3	0	35	22	6192420	2.455120e-02	1
GNA14	180930	608	-10	958290	155550	0	4	0	0	50	26	17476680	2.686878e-02	1
OR2A5	222080	812	-11	780300	173400	0	3	1	0	50	28	14303970	2.807957e-02	1
VIP	188249	600	-9	466650	81090	0	2	0	0	50	30	18821040	2.844476e-02	1
MRPS28	194118	410	45	480420	105060	0	2	0	0	50	11	16346520	2.857738e-02	1
PI3	842540	324	25	306000	64260	0	2	0	0	50	26	16597440	2.895160e-02	1
OR52M1	190769	879	-1	773160	198900	0	3	0	0	50	16	13942380	2.916625e-02	1
APOO	509881	NaN	41	543660	97920	0	2	0	0	50	24	19036770	2.939941e-02	1
NEU2	410526	294	33	949620	219300	0	4	1	0	50	19	14047950	2.980041e-02	1
H3F3A	866965	237	23	347820	83640	0	4	1	0	50	25	11596890	2.982519e-02	1
C8orf47	630526	229	39	961350	194310	0	3	0	0	50	15	18514020	3.066639e-02	1
SYTL4	199096	NaN	47	1809480	312120	0	5	0	0	50	19	17279820	3.167453e-02	1
MATN2	616574	272	28	2571420	430440	0	6	0	0	50	18	17016150	3.178520e-02	1
FGF5	61128	903	-3	691050	140250	0	3	0	0	50	24	13730220	3.293459e-02	1
C9orf114	1768145	201	34	999600	202980	0	3	0	0	50	10	15561630	3.303249e-02	1
OR5H2	414958	885	-14	804780	159120	0	6	0	0	50	29	13193700	3.361536e-02	1
TRIM54	1245306	182	52	1064370	198390	0	4	0	0	50	12	16967190	3.402875e-02	1
LRRC3	893345	411	43	629850	159630	0	5	1	0	50	31	17541960	3.439162e-02	1
CLEC12A	305376	565	19	726750	107610	0	5	0	0	50	25	18407430	3.452509e-02	1
RAVER2	269434	456	-10	1784490	340170	0	5	0	0	41	12	11770800	3.596188e-02	1
UGT2A3	NaN	NaN	NaN	1385160	252960	0	6	0	0	50	50	28913430	3.596320e-02	1
KIR2DL1	NaN	NaN	NaN	911370	187170	0	4	0	0	50	50	28847640	3.701349e-02	1
NT5C	1511891	168	25	526320	110160	0	3	0	0	50	20	13637400	3.799982e-02	1
TMEM104	1005466	320	19	1266840	290700	0	4	0	0	50	15	14874150	3.833519e-02	1
NKX2-2	283479	694	-10	685440	157080	0	4	0	0	50	26	15195960	3.836326e-02	1
HLA-DRA	1070559	595	14	661470	137190	0	3	0	0	50	23	16528590	3.850968e-02	1
ARL6	89238	731	-5	518670	82110	0	3	0	0	50	21	16708110	3.915785e-02	1
HLA-DMB	1276842	431	40	682380	145860	0	4	0	0	50	25	15658020	3.968856e-02	1
G6PC	1629499	190	23	928710	185130	0	5	0	0	50	30	17448630	4.075773e-02	1
